Datum von;Datum bis;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
25.05.2024 11:00;25.05.2024 12:00;51.953,75;18.577,25
25.05.2024 12:00;25.05.2024 13:00;52.542,50;16.968,25
25.05.2024 13:00;25.05.2024 14:00;51.261,50;15.122,50
25.05.2024 14:00;25.05.2024 15:00;49.590,00;14.989,25
25.05.2024 15:00;25.05.2024 16:00;48.910,25;17.425,00
25.05.2024 16:00;25.05.2024 17:00;47.758,75;20.907,50
25.05.2024 17:00;25.05.2024 18:00;48.591,75;28.192,50
25.05.2024 18:00;25.05.2024 19:00;48.795,75;35.448,00
25.05.2024 19:00;25.05.2024 20:00;47.291,75;40.003,75
25.05.2024 20:00;25.05.2024 21:00;46.059,25;42.516,50
25.05.2024 21:00;25.05.2024 22:00;44.685,50;42.153,25
25.05.2024 22:00;25.05.2024 23:00;42.835,75;40.098,50
25.05.2024 23:00;26.05.2024 00:00;40.002,75;37.140,75
26.05.2024 00:00;26.05.2024 01:00;38.152,50;35.586,75
26.05.2024 01:00;26.05.2024 02:00;36.501,25;34.165,00
26.05.2024 02:00;26.05.2024 03:00;35.630,25;33.550,25
26.05.2024 03:00;26.05.2024 04:00;34.987,75;33.154,25
26.05.2024 04:00;26.05.2024 05:00;34.800,25;33.126,25
26.05.2024 05:00;26.05.2024 06:00;34.950,25;33.099,75
26.05.2024 06:00;26.05.2024 07:00;36.091,00;31.422,25
26.05.2024 07:00;26.05.2024 08:00;38.882,00;27.562,50
26.05.2024 08:00;26.05.2024 09:00;41.892,75;22.155,25
26.05.2024 09:00;26.05.2024 10:00;44.983,25;16.908,75
26.05.2024 10:00;26.05.2024 11:00;46.344,25;11.653,00
26.05.2024 11:00;26.05.2024 12:00;47.338,75;9.598,25
26.05.2024 12:00;26.05.2024 13:00;47.046,25;8.162,75
26.05.2024 13:00;26.05.2024 14:00;45.549,75;7.165,00
26.05.2024 14:00;26.05.2024 15:00;44.544,25;7.962,75
26.05.2024 15:00;26.05.2024 16:00;44.141,00;10.869,00
26.05.2024 16:00;26.05.2024 17:00;44.294,00;15.760,25
26.05.2024 17:00;26.05.2024 18:00;45.993,25;23.271,25
26.05.2024 18:00;26.05.2024 19:00;46.409,75;30.835,50
26.05.2024 19:00;26.05.2024 20:00;45.718,25;35.929,75
26.05.2024 20:00;26.05.2024 21:00;45.103,50;38.461,25
26.05.2024 21:00;26.05.2024 22:00;44.372,00;37.958,75
26.05.2024 22:00;26.05.2024 23:00;43.279,00;35.840,75
26.05.2024 23:00;27.05.2024 00:00;40.791,50;32.631,50
27.05.2024 00:00;27.05.2024 01:00;40.183,50;28.474,00
27.05.2024 01:00;27.05.2024 02:00;38.805,75;27.482,75
27.05.2024 02:00;27.05.2024 03:00;38.450,00;27.470,00
27.05.2024 03:00;27.05.2024 04:00;38.716,50;28.445,75
27.05.2024 04:00;27.05.2024 05:00;40.459,00;30.941,50
27.05.2024 05:00;27.05.2024 06:00;43.879,25;34.997,25
27.05.2024 06:00;27.05.2024 07:00;51.145,25;41.550,00
27.05.2024 07:00;27.05.2024 08:00;56.655,25;44.481,00
27.05.2024 08:00;27.05.2024 09:00;59.725,75;43.455,75
27.05.2024 09:00;27.05.2024 10:00;60.885,00;39.665,00
27.05.2024 10:00;27.05.2024 11:00;61.563,25;35.929,75
27.05.2024 11:00;27.05.2024 12:00;62.534,75;33.630,00
27.05.2024 12:00;27.05.2024 13:00;62.405,75;31.249,25
27.05.2024 13:00;27.05.2024 14:00;61.300,75;29.584,50
27.05.2024 14:00;27.05.2024 15:00;59.916,25;29.355,75
27.05.2024 15:00;27.05.2024 16:00;58.841,75;31.106,25
27.05.2024 16:00;27.05.2024 17:00;57.327,00;34.353,50
27.05.2024 17:00;27.05.2024 18:00;57.433,25;40.922,50
27.05.2024 18:00;27.05.2024 19:00;58.402,50;48.236,00
27.05.2024 19:00;27.05.2024 20:00;58.201,50;52.521,25
27.05.2024 20:00;27.05.2024 21:00;56.327,25;52.804,25
27.05.2024 21:00;27.05.2024 22:00;54.090,00;50.889,50
27.05.2024 22:00;27.05.2024 23:00;50.965,75;47.388,00
27.05.2024 23:00;28.05.2024 00:00;47.200,50;43.428,75
28.05.2024 00:00;28.05.2024 01:00;42.897,00;37.726,00
28.05.2024 01:00;28.05.2024 02:00;41.564,75;35.421,25
28.05.2024 02:00;28.05.2024 03:00;41.194,25;33.892,75
28.05.2024 03:00;28.05.2024 04:00;41.373,00;33.024,25
28.05.2024 04:00;28.05.2024 05:00;42.623,50;33.224,50
28.05.2024 05:00;28.05.2024 06:00;45.691,00;35.394,50
28.05.2024 06:00;28.05.2024 07:00;52.579,00;40.517,25
28.05.2024 07:00;28.05.2024 08:00;57.829,75;42.135,50
28.05.2024 08:00;28.05.2024 09:00;60.780,00;39.774,00
28.05.2024 09:00;28.05.2024 10:00;62.095,25;34.705,50
28.05.2024 10:00;28.05.2024 11:00;62.972,75;29.889,25
28.05.2024 11:00;28.05.2024 12:00;63.921,50;26.331,00
28.05.2024 12:00;28.05.2024 13:00;63.608,50;23.312,00
28.05.2024 13:00;28.05.2024 14:00;62.746,00;21.669,25
28.05.2024 14:00;28.05.2024 15:00;60.913,75;19.831,25
28.05.2024 15:00;28.05.2024 16:00;59.504,25;20.866,25
28.05.2024 16:00;28.05.2024 17:00;57.938,00;24.054,75
28.05.2024 17:00;28.05.2024 18:00;58.165,25;31.281,75
28.05.2024 18:00;28.05.2024 19:00;59.214,75;40.721,50
28.05.2024 19:00;28.05.2024 20:00;59.038,50;48.084,50
28.05.2024 20:00;28.05.2024 21:00;56.918,75;50.187,00
28.05.2024 21:00;28.05.2024 22:00;54.632,75;48.048,00
28.05.2024 22:00;28.05.2024 23:00;51.536,25;43.117,00
28.05.2024 23:00;29.05.2024 00:00;47.766,75;37.170,00
29.05.2024 00:00;29.05.2024 01:00;43.195,25;28.426,50
29.05.2024 01:00;29.05.2024 02:00;41.943,50;24.987,50
29.05.2024 02:00;29.05.2024 03:00;41.874,00;23.627,50
29.05.2024 03:00;29.05.2024 04:00;42.249,00;23.378,75
29.05.2024 04:00;29.05.2024 05:00;43.584,00;24.315,75
29.05.2024 05:00;29.05.2024 06:00;46.126,00;26.313,50
29.05.2024 06:00;29.05.2024 07:00;52.835,00;31.027,75
29.05.2024 07:00;29.05.2024 08:00;58.382,75;33.167,25
29.05.2024 08:00;29.05.2024 09:00;61.095,25;31.808,50
29.05.2024 09:00;29.05.2024 10:00;62.196,75;28.143,00
29.05.2024 10:00;29.05.2024 11:00;63.038,00;25.279,25
29.05.2024 11:00;29.05.2024 12:00;63.912,75;24.437,25
29.05.2024 12:00;29.05.2024 13:00;63.846,75;23.786,50
29.05.2024 13:00;29.05.2024 14:00;62.762,50;23.820,75
29.05.2024 14:00;29.05.2024 15:00;60.889,50;23.791,50
29.05.2024 15:00;29.05.2024 16:00;59.614,75;25.004,00
29.05.2024 16:00;29.05.2024 17:00;58.142,50;27.245,75
29.05.2024 17:00;29.05.2024 18:00;58.503,50;32.454,50
29.05.2024 18:00;29.05.2024 19:00;59.687,25;39.512,50
29.05.2024 19:00;29.05.2024 20:00;59.404,75;44.879,25
29.05.2024 20:00;29.05.2024 21:00;57.092,75;46.468,75
29.05.2024 21:00;29.05.2024 22:00;54.793,75;45.464,25
29.05.2024 22:00;29.05.2024 23:00;51.622,50;42.394,50
29.05.2024 23:00;30.05.2024 00:00;47.898,75;38.812,00
30.05.2024 00:00;30.05.2024 01:00;42.811,50;35.306,00
30.05.2024 01:00;30.05.2024 02:00;40.854,50;33.881,75
30.05.2024 02:00;30.05.2024 03:00;40.060,00;33.671,50
30.05.2024 03:00;30.05.2024 04:00;39.959,00;34.339,50
30.05.2024 04:00;30.05.2024 05:00;40.511,75;35.589,50
30.05.2024 05:00;30.05.2024 06:00;41.428,50;36.864,25
30.05.2024 06:00;30.05.2024 07:00;43.547,25;37.931,75
30.05.2024 07:00;30.05.2024 08:00;45.518,75;36.915,25
30.05.2024 08:00;30.05.2024 09:00;47.565,50;34.604,25
30.05.2024 09:00;30.05.2024 10:00;49.679,00;32.083,75
30.05.2024 10:00;30.05.2024 11:00;50.980,50;29.059,00
30.05.2024 11:00;30.05.2024 12:00;52.268,25;26.671,25
30.05.2024 12:00;30.05.2024 13:00;52.314,75;24.069,25
30.05.2024 13:00;30.05.2024 14:00;50.789,00;21.356,00
30.05.2024 14:00;30.05.2024 15:00;49.275,25;20.693,75
30.05.2024 15:00;30.05.2024 16:00;48.388,25;21.710,50
30.05.2024 16:00;30.05.2024 17:00;48.212,00;25.032,25
30.05.2024 17:00;30.05.2024 18:00;49.577,50;31.658,00
30.05.2024 18:00;30.05.2024 19:00;50.474,25;38.588,75
30.05.2024 19:00;30.05.2024 20:00;50.495,25;43.567,25
30.05.2024 20:00;30.05.2024 21:00;49.915,75;45.982,25
30.05.2024 21:00;30.05.2024 22:00;48.736,75;45.607,75
30.05.2024 22:00;30.05.2024 23:00;46.632,75;43.262,75
30.05.2024 23:00;31.05.2024 00:00;43.410,75;39.883,75
31.05.2024 00:00;31.05.2024 01:00;43.027,75;37.197,75
31.05.2024 01:00;31.05.2024 02:00;41.834,00;35.651,25
31.05.2024 02:00;31.05.2024 03:00;41.302,25;34.776,25
31.05.2024 03:00;31.05.2024 04:00;41.269,50;34.562,75
31.05.2024 04:00;31.05.2024 05:00;42.924,75;36.100,75
31.05.2024 05:00;31.05.2024 06:00;45.071,50;38.038,25
31.05.2024 06:00;31.05.2024 07:00;51.067,00;42.827,50
31.05.2024 07:00;31.05.2024 08:00;55.492,25;44.547,50
31.05.2024 08:00;31.05.2024 09:00;58.140,25;43.650,50
31.05.2024 09:00;31.05.2024 10:00;58.794,75;40.572,50
31.05.2024 10:00;31.05.2024 11:00;59.035,25;37.064,25
31.05.2024 11:00;31.05.2024 12:00;59.755,50;34.614,50
31.05.2024 12:00;31.05.2024 13:00;59.345,00;32.630,75
31.05.2024 13:00;31.05.2024 14:00;58.362,50;31.285,50
31.05.2024 14:00;31.05.2024 15:00;57.352,00;30.669,00
31.05.2024 15:00;31.05.2024 16:00;56.231,50;31.037,75
31.05.2024 16:00;31.05.2024 17:00;55.141,00;32.292,00
31.05.2024 17:00;31.05.2024 18:00;55.148,25;35.547,50
31.05.2024 18:00;31.05.2024 19:00;55.119,00;39.322,50
31.05.2024 19:00;31.05.2024 20:00;54.316,75;41.689,50
31.05.2024 20:00;31.05.2024 21:00;52.705,00;41.861,75
31.05.2024 21:00;31.05.2024 22:00;50.980,00;40.192,75
31.05.2024 22:00;31.05.2024 23:00;48.496,00;37.117,25
31.05.2024 23:00;01.06.2024 00:00;44.964,50;33.547,75
01.06.2024 00:00;01.06.2024 01:00;42.422,75;31.023,00
01.06.2024 01:00;01.06.2024 02:00;40.271,50;28.878,50
01.06.2024 02:00;01.06.2024 03:00;39.271,00;27.834,00
01.06.2024 03:00;01.06.2024 04:00;38.945,50;27.639,50
01.06.2024 04:00;01.06.2024 05:00;39.016,25;27.886,75
01.06.2024 05:00;01.06.2024 06:00;39.684,50;28.623,25
01.06.2024 06:00;01.06.2024 07:00;41.689,00;29.982,50
01.06.2024 07:00;01.06.2024 08:00;44.580,75;31.107,25
01.06.2024 08:00;01.06.2024 09:00;47.674,25;31.226,75
01.06.2024 09:00;01.06.2024 10:00;50.178,00;30.027,75
01.06.2024 10:00;01.06.2024 11:00;51.660,25;27.625,50
01.06.2024 11:00;01.06.2024 12:00;52.293,50;25.628,00
01.06.2024 12:00;01.06.2024 13:00;51.935,50;23.028,25
01.06.2024 13:00;01.06.2024 14:00;50.177,25;20.178,75
01.06.2024 14:00;01.06.2024 15:00;49.252,00;18.325,25
01.06.2024 15:00;01.06.2024 16:00;48.782,00;17.752,75
01.06.2024 16:00;01.06.2024 17:00;48.169,25;18.371,50
01.06.2024 17:00;01.06.2024 18:00;48.829,25;21.843,25
01.06.2024 18:00;01.06.2024 19:00;49.062,25;26.127,25
01.06.2024 19:00;01.06.2024 20:00;48.029,50;29.211,25
01.06.2024 20:00;01.06.2024 21:00;46.560,00;30.313,50
01.06.2024 21:00;01.06.2024 22:00;44.958,75;29.200,75
01.06.2024 22:00;01.06.2024 23:00;43.400,25;27.254,00
01.06.2024 23:00;02.06.2024 00:00;40.775,75;24.450,75
02.06.2024 00:00;02.06.2024 01:00;38.871,50;22.031,75
02.06.2024 01:00;02.06.2024 02:00;37.059,75;20.722,00
02.06.2024 02:00;02.06.2024 03:00;35.973,00;19.935,00
02.06.2024 03:00;02.06.2024 04:00;35.267,00;19.382,00
02.06.2024 04:00;02.06.2024 05:00;35.429,75;19.657,75
02.06.2024 05:00;02.06.2024 06:00;35.939,50;20.118,00
02.06.2024 06:00;02.06.2024 07:00;36.842,00;19.851,25
02.06.2024 07:00;02.06.2024 08:00;39.600,25;19.831,00
02.06.2024 08:00;02.06.2024 09:00;42.519,25;19.166,75
02.06.2024 09:00;02.06.2024 10:00;45.661,75;18.001,25
02.06.2024 10:00;02.06.2024 11:00;47.609,75;15.779,50
02.06.2024 11:00;02.06.2024 12:00;49.137,25;13.803,50
02.06.2024 12:00;02.06.2024 13:00;48.655,50;11.360,50
02.06.2024 13:00;02.06.2024 14:00;47.247,75;7.800,75
02.06.2024 14:00;02.06.2024 15:00;46.427,25;6.067,00
02.06.2024 15:00;02.06.2024 16:00;45.371,50;5.286,50
02.06.2024 16:00;02.06.2024 17:00;44.694,75;6.875,25
02.06.2024 17:00;02.06.2024 18:00;46.039,00;12.534,75
02.06.2024 18:00;02.06.2024 19:00;47.224,50;18.834,00
02.06.2024 19:00;02.06.2024 20:00;46.681,25;23.843,50
02.06.2024 20:00;02.06.2024 21:00;45.946,25;27.188,00
02.06.2024 21:00;02.06.2024 22:00;45.103,00;27.508,75
02.06.2024 22:00;02.06.2024 23:00;43.884,50;26.296,50
02.06.2024 23:00;03.06.2024 00:00;41.807,00;24.531,50
03.06.2024 00:00;03.06.2024 01:00;40.484,00;25.481,75
03.06.2024 01:00;03.06.2024 02:00;39.442,75;25.579,00
03.06.2024 02:00;03.06.2024 03:00;39.153,50;25.976,75
03.06.2024 03:00;03.06.2024 04:00;39.654,25;27.046,75
03.06.2024 04:00;03.06.2024 05:00;41.512,00;29.623,75
03.06.2024 05:00;03.06.2024 06:00;45.137,75;34.033,25
03.06.2024 06:00;03.06.2024 07:00;51.845,00;40.250,50
03.06.2024 07:00;03.06.2024 08:00;57.193,50;42.800,75
03.06.2024 08:00;03.06.2024 09:00;60.174,00;41.627,25
03.06.2024 09:00;03.06.2024 10:00;61.532,25;38.328,00
03.06.2024 10:00;03.06.2024 11:00;62.490,75;34.586,25
03.06.2024 11:00;03.06.2024 12:00;63.145,75;31.090,25
03.06.2024 12:00;03.06.2024 13:00;63.192,25;27.887,00
03.06.2024 13:00;03.06.2024 14:00;62.353,50;25.135,75
03.06.2024 14:00;03.06.2024 15:00;61.225,25;22.924,50
03.06.2024 15:00;03.06.2024 16:00;60.282,75;23.203,00
03.06.2024 16:00;03.06.2024 17:00;58.666,50;25.194,00
03.06.2024 17:00;03.06.2024 18:00;58.473,00;31.007,00
03.06.2024 18:00;03.06.2024 19:00;58.839,25;38.841,25
03.06.2024 19:00;03.06.2024 20:00;57.615,50;44.668,50
03.06.2024 20:00;03.06.2024 21:00;55.529,25;47.399,75
03.06.2024 21:00;03.06.2024 22:00;53.448,25;47.280,75
03.06.2024 22:00;03.06.2024 23:00;50.009,75;44.343,25
03.06.2024 23:00;04.06.2024 00:00;46.442,75;41.218,00
04.06.2024 00:00;04.06.2024 01:00;43.824,75;39.919,50
04.06.2024 01:00;04.06.2024 02:00;42.671,50;39.157,25
04.06.2024 02:00;04.06.2024 03:00;42.426,25;39.310,00
04.06.2024 03:00;04.06.2024 04:00;42.694,25;40.030,50
04.06.2024 04:00;04.06.2024 05:00;44.177,75;41.973,50
04.06.2024 05:00;04.06.2024 06:00;46.980,00;44.946,25
04.06.2024 06:00;04.06.2024 07:00;53.318,50;48.864,50
04.06.2024 07:00;04.06.2024 08:00;58.632,75;48.036,25
04.06.2024 08:00;04.06.2024 09:00;61.332,75;43.249,50
04.06.2024 09:00;04.06.2024 10:00;62.341,25;37.001,50
04.06.2024 10:00;04.06.2024 11:00;63.053,75;31.826,00
04.06.2024 11:00;04.06.2024 12:00;63.533,75;27.998,75
04.06.2024 12:00;04.06.2024 13:00;63.405,25;25.025,25
04.06.2024 13:00;04.06.2024 14:00;62.637,25;22.986,75
04.06.2024 14:00;04.06.2024 15:00;61.303,00;21.628,25
04.06.2024 15:00;04.06.2024 16:00;60.525,75;22.762,75
04.06.2024 16:00;04.06.2024 17:00;58.975,25;25.359,50
04.06.2024 17:00;04.06.2024 18:00;58.551,75;30.917,25
04.06.2024 18:00;04.06.2024 19:00;58.876,25;38.321,25
04.06.2024 19:00;04.06.2024 20:00;57.889,50;43.822,25
04.06.2024 20:00;04.06.2024 21:00;55.840,25;45.435,25
04.06.2024 21:00;04.06.2024 22:00;54.026,25;43.213,50
04.06.2024 22:00;04.06.2024 23:00;50.412,25;37.036,75
04.06.2024 23:00;05.06.2024 00:00;46.791,00;31.066,75
05.06.2024 00:00;05.06.2024 01:00;43.525,25;24.571,75
05.06.2024 01:00;05.06.2024 02:00;41.884,25;20.999,75
05.06.2024 02:00;05.06.2024 03:00;41.700,00;19.538,25
05.06.2024 03:00;05.06.2024 04:00;42.028,75;19.059,75
05.06.2024 04:00;05.06.2024 05:00;43.450,50;20.271,50
05.06.2024 05:00;05.06.2024 06:00;46.133,00;23.511,00
05.06.2024 06:00;05.06.2024 07:00;52.329,50;29.139,00
05.06.2024 07:00;05.06.2024 08:00;57.873,50;31.968,00
05.06.2024 08:00;05.06.2024 09:00;61.043,00;30.795,50
05.06.2024 09:00;05.06.2024 10:00;62.278,00;26.770,50
05.06.2024 10:00;05.06.2024 11:00;62.890,00;23.436,00
05.06.2024 11:00;05.06.2024 12:00;63.684,75;22.555,25
05.06.2024 12:00;05.06.2024 13:00;63.726,75;21.765,50
05.06.2024 13:00;05.06.2024 14:00;63.072,00;20.831,25
05.06.2024 14:00;05.06.2024 15:00;61.723,00;19.713,25
05.06.2024 15:00;05.06.2024 16:00;60.738,50;20.174,75
05.06.2024 16:00;05.06.2024 17:00;58.951,75;22.019,25
05.06.2024 17:00;05.06.2024 18:00;58.510,50;28.133,50
05.06.2024 18:00;05.06.2024 19:00;58.703,25;36.131,75
05.06.2024 19:00;05.06.2024 20:00;57.850,25;42.285,25
05.06.2024 20:00;05.06.2024 21:00;55.526,50;45.186,75
05.06.2024 21:00;05.06.2024 22:00;53.219,75;45.458,25
05.06.2024 22:00;05.06.2024 23:00;49.756,25;42.612,75
05.06.2024 23:00;06.06.2024 00:00;46.265,50;39.568,00
06.06.2024 00:00;06.06.2024 01:00;44.451,75;35.867,75
06.06.2024 01:00;06.06.2024 02:00;42.860,50;34.304,75
06.06.2024 02:00;06.06.2024 03:00;42.292,75;33.570,25
06.06.2024 03:00;06.06.2024 04:00;42.410,75;33.500,50
06.06.2024 04:00;06.06.2024 05:00;43.835,50;34.828,50
06.06.2024 05:00;06.06.2024 06:00;46.442,25;37.258,00
06.06.2024 06:00;06.06.2024 07:00;53.414,50;41.658,50
06.06.2024 07:00;06.06.2024 08:00;58.578,25;41.186,25
06.06.2024 08:00;06.06.2024 09:00;61.386,75;36.598,25
06.06.2024 09:00;06.06.2024 10:00;62.240,75;29.527,75
06.06.2024 10:00;06.06.2024 11:00;63.170,75;23.750,25
06.06.2024 11:00;06.06.2024 12:00;64.097,00;20.716,25
06.06.2024 12:00;06.06.2024 13:00;64.142,50;18.928,25
06.06.2024 13:00;06.06.2024 14:00;63.244,75;17.900,50
06.06.2024 14:00;06.06.2024 15:00;61.820,50;17.957,25
06.06.2024 15:00;06.06.2024 16:00;60.650,50;20.133,00
06.06.2024 16:00;06.06.2024 17:00;59.356,25;24.138,25
06.06.2024 17:00;06.06.2024 18:00;59.572,00;31.657,00
06.06.2024 18:00;06.06.2024 19:00;59.859,50;40.453,25
06.06.2024 19:00;06.06.2024 20:00;58.742,00;46.878,50
06.06.2024 20:00;06.06.2024 21:00;56.297,50;49.708,00
06.06.2024 21:00;06.06.2024 22:00;53.764,25;49.455,00
06.06.2024 22:00;06.06.2024 23:00;50.746,25;46.927,00
06.06.2024 23:00;07.06.2024 00:00;47.173,75;43.812,25
07.06.2024 00:00;07.06.2024 01:00;45.791,75;43.328,75
07.06.2024 01:00;07.06.2024 02:00;44.649,25;42.544,50
07.06.2024 02:00;07.06.2024 03:00;44.058,50;42.123,25
07.06.2024 03:00;07.06.2024 04:00;44.184,25;42.184,25
07.06.2024 04:00;07.06.2024 05:00;45.393,25;43.130,75
07.06.2024 05:00;07.06.2024 06:00;46.100,25;43.112,75
07.06.2024 06:00;07.06.2024 07:00;51.864,25;45.535,75
07.06.2024 07:00;07.06.2024 08:00;57.571,75;44.537,50
07.06.2024 08:00;07.06.2024 09:00;60.583,50;38.856,75
07.06.2024 09:00;07.06.2024 10:00;61.370,00;30.513,25
07.06.2024 10:00;07.06.2024 11:00;62.500,25;23.930,00
07.06.2024 11:00;07.06.2024 12:00;63.229,50;20.173,50
07.06.2024 12:00;07.06.2024 13:00;63.000,00;18.147,75
07.06.2024 13:00;07.06.2024 14:00;61.741,00;16.786,25
07.06.2024 14:00;07.06.2024 15:00;60.086,50;15.905,25
07.06.2024 15:00;07.06.2024 16:00;59.118,25;17.510,50
07.06.2024 16:00;07.06.2024 17:00;58.386,00;21.415,75
07.06.2024 17:00;07.06.2024 18:00;58.251,00;28.081,25
07.06.2024 18:00;07.06.2024 19:00;57.602,00;35.996,75
07.06.2024 19:00;07.06.2024 20:00;56.216,00;42.665,00
07.06.2024 20:00;07.06.2024 21:00;54.104,00;46.344,75
07.06.2024 21:00;07.06.2024 22:00;52.115,50;46.890,25
07.06.2024 22:00;07.06.2024 23:00;49.786,00;44.751,75
07.06.2024 23:00;08.06.2024 00:00;46.529,50;41.160,75
08.06.2024 00:00;08.06.2024 01:00;41.885,25;35.462,25
08.06.2024 01:00;08.06.2024 02:00;40.012,50;32.547,75
08.06.2024 02:00;08.06.2024 03:00;39.139,75;30.691,25
08.06.2024 03:00;08.06.2024 04:00;38.638,50;29.634,25
08.06.2024 04:00;08.06.2024 05:00;38.810,75;29.521,25
08.06.2024 05:00;08.06.2024 06:00;38.684,50;28.914,25
08.06.2024 06:00;08.06.2024 07:00;40.480,25;27.885,75
08.06.2024 07:00;08.06.2024 08:00;43.734,25;25.039,25
08.06.2024 08:00;08.06.2024 09:00;46.868,75;19.558,50
08.06.2024 09:00;08.06.2024 10:00;49.554,50;12.773,25
08.06.2024 10:00;08.06.2024 11:00;51.413,00;6.527,50
08.06.2024 11:00;08.06.2024 12:00;52.355,75;2.112,25
08.06.2024 12:00;08.06.2024 13:00;52.173,00;-488,50
08.06.2024 13:00;08.06.2024 14:00;50.561,75;-2.102,25
08.06.2024 14:00;08.06.2024 15:00;49.161,00;-1.593,50
08.06.2024 15:00;08.06.2024 16:00;48.837,75;617,50
08.06.2024 16:00;08.06.2024 17:00;48.511,00;3.968,25
08.06.2024 17:00;08.06.2024 18:00;48.872,25;9.493,00
08.06.2024 18:00;08.06.2024 19:00;49.670,75;17.104,50
08.06.2024 19:00;08.06.2024 20:00;48.990,00;22.424,50
08.06.2024 20:00;08.06.2024 21:00;46.961,50;24.922,50
08.06.2024 21:00;08.06.2024 22:00;45.050,25;25.408,25
08.06.2024 22:00;08.06.2024 23:00;43.923,25;25.238,75
08.06.2024 23:00;09.06.2024 00:00;41.431,25;23.220,75
09.06.2024 00:00;09.06.2024 01:00;39.388,25;22.867,00
09.06.2024 01:00;09.06.2024 02:00;37.675,25;21.467,50
09.06.2024 02:00;09.06.2024 03:00;36.690,50;20.561,00
09.06.2024 03:00;09.06.2024 04:00;35.948,00;19.985,50
09.06.2024 04:00;09.06.2024 05:00;36.101,50;20.386,50
09.06.2024 05:00;09.06.2024 06:00;36.170,00;20.512,50
09.06.2024 06:00;09.06.2024 07:00;37.086,50;19.263,00
09.06.2024 07:00;09.06.2024 08:00;39.701,50;16.578,00
09.06.2024 08:00;09.06.2024 09:00;42.451,75;11.441,50
09.06.2024 09:00;09.06.2024 10:00;45.528,00;5.874,00
09.06.2024 10:00;09.06.2024 11:00;47.875,75;1.949,75
09.06.2024 11:00;09.06.2024 12:00;49.264,00;438,25
09.06.2024 12:00;09.06.2024 13:00;49.551,00;-110,25
09.06.2024 13:00;09.06.2024 14:00;48.093,75;-1.657,75
09.06.2024 14:00;09.06.2024 15:00;46.788,75;-1.700,75
09.06.2024 15:00;09.06.2024 16:00;46.216,25;199,25
09.06.2024 16:00;09.06.2024 17:00;46.160,50;3.352,75
09.06.2024 17:00;09.06.2024 18:00;47.262,25;10.868,25
09.06.2024 18:00;09.06.2024 19:00;48.012,50;18.669,25
09.06.2024 19:00;09.06.2024 20:00;47.319,25;25.355,25
09.06.2024 20:00;09.06.2024 21:00;46.265,50;29.569,50
09.06.2024 21:00;09.06.2024 22:00;45.231,25;30.879,25
09.06.2024 22:00;09.06.2024 23:00;44.456,00;30.606,50
09.06.2024 23:00;10.06.2024 00:00;41.769,50;27.923,75
10.06.2024 00:00;10.06.2024 01:00;40.588,00;27.714,00
10.06.2024 01:00;10.06.2024 02:00;39.404,75;26.666,50
10.06.2024 02:00;10.06.2024 03:00;39.141,25;26.546,50
10.06.2024 03:00;10.06.2024 04:00;39.565,00;27.396,25
10.06.2024 04:00;10.06.2024 05:00;41.359,50;29.834,00
10.06.2024 05:00;10.06.2024 06:00;44.444,50;33.405,00
10.06.2024 06:00;10.06.2024 07:00;51.910,00;39.543,00
10.06.2024 07:00;10.06.2024 08:00;57.361,50;40.647,50
10.06.2024 08:00;10.06.2024 09:00;60.397,25;36.718,25
10.06.2024 09:00;10.06.2024 10:00;61.519,50;30.717,50
10.06.2024 10:00;10.06.2024 11:00;62.610,25;26.452,75
10.06.2024 11:00;10.06.2024 12:00;63.814,50;25.077,75
10.06.2024 12:00;10.06.2024 13:00;63.865,25;24.742,75
10.06.2024 13:00;10.06.2024 14:00;62.867,25;23.887,50
10.06.2024 14:00;10.06.2024 15:00;61.555,50;23.295,00
10.06.2024 15:00;10.06.2024 16:00;60.570,00;24.184,75
10.06.2024 16:00;10.06.2024 17:00;59.054,75;25.782,00
10.06.2024 17:00;10.06.2024 18:00;59.317,50;30.652,00
10.06.2024 18:00;10.06.2024 19:00;59.496,50;35.729,25
10.06.2024 19:00;10.06.2024 20:00;58.196,25;38.450,25
10.06.2024 20:00;10.06.2024 21:00;55.466,25;37.816,50
10.06.2024 21:00;10.06.2024 22:00;52.997,00;34.990,25
10.06.2024 22:00;10.06.2024 23:00;50.025,50;30.530,75
10.06.2024 23:00;11.06.2024 00:00;46.664,75;25.911,00
11.06.2024 00:00;11.06.2024 01:00;43.643,25;19.889,25
11.06.2024 01:00;11.06.2024 02:00;42.144,75;17.597,50
11.06.2024 02:00;11.06.2024 03:00;41.645,00;16.647,00
11.06.2024 03:00;11.06.2024 04:00;42.127,00;17.281,75
11.06.2024 04:00;11.06.2024 05:00;43.559,00;18.961,50
11.06.2024 05:00;11.06.2024 06:00;46.525,75;22.176,25
11.06.2024 06:00;11.06.2024 07:00;52.982,00;26.667,00
11.06.2024 07:00;11.06.2024 08:00;58.094,25;27.016,75
11.06.2024 08:00;11.06.2024 09:00;61.213,50;23.886,00
11.06.2024 09:00;11.06.2024 10:00;62.529,50;18.907,75
11.06.2024 10:00;11.06.2024 11:00;63.436,75;14.309,25
11.06.2024 11:00;11.06.2024 12:00;64.166,25;11.205,75
11.06.2024 12:00;11.06.2024 13:00;63.679,50;8.430,00
